SEMBOL;F?YAT;GUN Fark %;1 GUN ONCE HISSE FARK %;SKOR;alt_skor_kurumdan önce;KURUM ALI?-SATI? ANAL?Z?;TAKILDI?I ANAL?ZLER;GEÇEN ANAL?ZLER;OLUSTURULMA_ZAMANI
GMTAS;18;0,17;-0,88;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.04, sat??=0.26 | Al??lar: BOFA 2g: +0.02, BOFA 3g: +0.02, KAMU 1g: +0.00 | Sat??lar: BOFA 1g: -0.04, KAMU 2g: -0.10, KAMU 3g: -0.09, TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
EUREN;5,77;0,17;-1,03;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.51, sat??=1.00 | Al??lar: BOFA 2g: +0.20, BOFA 3g: +0.06, KAMU 1g: +0.09, KAMU 2g: +0.13, KAMU 3g: +0.01, TERA 1g: +0.01 | Sat??lar: BOFA 1g: -0.80, TERA 2g: -0.13, TERA 3g: -0.07;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AKMGY;194,9;0,15;0,98;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.52, sat??=0.00 | Al??lar: BOFA 1g: +0.10, BOFA 2g: +0.06, BOFA 3g: +0.06, KAMU 1g: +0.04, KAMU 2g: +0.13, KAMU 3g: +0.13, TERA 2g: +0.00, TERA 3g: +0.00 | Sat??lar: ;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AHGAZ;26,64;0,15;-0,6;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.31, sat??=0.09 | Al??lar: BOFA 1g: +0.06, BOFA 2g: +0.11, BOFA 3g: +0.11, KAMU 1g: +0.00, KAMU 2g: +0.01, KAMU 3g: +0.01 | Sat??lar: TERA 2g: -0.05, TERA 3g: -0.05;"EMA trend; RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
BSOKE;14;0,14;0,43;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=1.36, sat??=0.12 | Al??lar: BOFA 1g: +0.41, BOFA 2g: +0.42, BOFA 3g: +0.45, KAMU 1g: +0.00, TERA 2g: +0.04, TERA 3g: +0.03 | Sat??lar: KAMU 2g: -0.05, KAMU 3g: -0.07;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
TARKM;399;0,13;5,63;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.41, sat??=2.17 | Al??lar: BOFA 1g: +0.14, BOFA 2g: +0.13, BOFA 3g: +0.13 | Sat??lar: KAMU 1g: -0.67, KAMU 2g: -0.71, KAMU 3g: -0.71, TERA 1g: -0.00, TERA 2g: -0.05, TERA 3g: -0.05;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ALFAS;45,46;0,13;-0,79;3;3;Kurum hareketi nötr. Toplam al??=0.20, sat??=0.20 | Al??lar: KAMU 1g: +0.06, KAMU 2g: +0.06, KAMU 3g: +0.06, TERA 2g: +0.01, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.13, BOFA 2g: -0.03, BOFA 3g: -0.04, TERA 1g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
TURSG;8,58;0,12;2,39;5;5;Kurum hareketi nötr. Toplam al??=0.23, sat??=0.23 | Al??lar: BOFA 1g: +0.05, BOFA 2g: +0.09, BOFA 3g: +0.09 | Sat??lar: KAMU 1g: -0.05, KAMU 2g: -0.08, KAMU 3g: -0.07, TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SKYLP;80,1;0,12;-1,42;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=3.22, sat??=0.00 | Al??lar: BOFA 1g: +0.55, BOFA 2g: +0.96, BOFA 3g: +0.96, KAMU 1g: +0.19, KAMU 2g: +0.21, KAMU 3g: +0.21, TERA 2g: +0.07, TERA 3g: +0.07 | Sat??lar: ;"Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ALKIM;17,43;0,11;2,89;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.00, sat??=0.35 | Al??lar:  | Sat??lar: BOFA 1g: -0.04, BOFA 2g: -0.08, BOFA 3g: -0.08, KAMU 1g: -0.01, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.00, TERA 2g: -0.02, TERA 3g: -0.02;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
YYLGD;9,89;0,1;-0,4;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=1.08, sat??=1.93 | Al??lar: BOFA 2g: +0.01, KAMU 1g: +0.06, KAMU 2g: +0.51, KAMU 3g: +0.51, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.11, BOFA 3g: -0.00, TERA 2g: -0.91, TERA 3g: -0.91;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
MNDRS;11,34;0,09;0,89;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.15, sat??=0.35 | Al??lar: BOFA 1g: +0.05, BOFA 2g: +0.04, BOFA 3g: +0.05, KAMU 1g: +0.00, TERA 1g: +0.00 | Sat??lar: KAMU 2g: -0.11, KAMU 3g: -0.11, TERA 2g: -0.06, TERA 3g: -0.06;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
USDTRY;40,2223;0,09;0,14;5;5;Kurum hareketi nötr. Toplam al??=0.00, sat??=0.00 | Al??lar:  | Sat??lar: ;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
RYGYO;21,68;0,09;-0,18;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=0.50, sat??=0.27 | Al??lar: BOFA 2g: +0.24, BOFA 3g: +0.24, TERA 2g: +0.01, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.02, KAMU 1g: -0.03, KAMU 2g: -0.11, KAMU 3g: -0.11, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TTKOM;55,6;0,09;-2,46;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.66, sat??=0.16 | Al??lar: BOFA 1g: +0.02, KAMU 1g: +0.19, KAMU 2g: +0.22, KAMU 3g: +0.22, TERA 1g: +0.00 | Sat??lar: BOFA 2g: -0.06, BOFA 3g: -0.06, TERA 2g: -0.02, TERA 3g: -0.02;"EMA trend; RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
KLMSN;25,1;0,08;3,29;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.98, sat??=0.22 | Al??lar: BOFA 1g: +0.20, BOFA 2g: +0.31, BOFA 3g: +0.32, TERA 2g: +0.07, TERA 3g: +0.07 | Sat??lar: KAMU 1g: -0.03, KAMU 2g: -0.10, KAMU 3g: -0.09, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TRGYO;68,5;0,07;-2,42;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.04, sat??=0.32 | Al??lar: KAMU 1g: +0.03, TERA 1g: +0.01 | Sat??lar: BOFA 1g: -0.12, BOFA 2g: -0.05, BOFA 3g: -0.05, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 2g: -0.04, TERA 3g: -0.04;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KFEIN;91,55;0,05;-0,27;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.07, sat??=0.65 | Al??lar: TERA 2g: +0.04, TERA 3g: +0.04 | Sat??lar: BOFA 1g: -0.21, BOFA 2g: -0.07, BOFA 3g: -0.07, KAMU 1g: -0.05, KAMU 2g: -0.13, KAMU 3g: -0.12;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
YESIL;1,83;0;9,58;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.34, sat??=0.00 | Al??lar: KAMU 1g: +0.64, KAMU 2g: +0.29, KAMU 3g: +0.20, TERA 1g: +0.01, TERA 2g: +0.08, TERA 3g: +0.11 | Sat??lar: ;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BAYRK;23,5;0;5,29;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=13.81, sat??=4.43 | Al??lar: BOFA 1g: +4.12, BOFA 2g: +4.59, BOFA 3g: +4.76, TERA 2g: +0.17, TERA 3g: +0.16 | Sat??lar: KAMU 1g: -1.38, KAMU 2g: -1.53, KAMU 3g: -1.51, TERA 1g: -0.01;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
AHSGY;21,2;0;1,44;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=1.15, sat??=0.02 | Al??lar: BOFA 1g: +0.19, BOFA 2g: +0.17, BOFA 3g: +0.18, KAMU 1g: +0.14, KAMU 2g: +0.23, KAMU 3g: +0.23 | Sat??lar: TERA 2g: -0.01, TERA 3g: -0.01;"EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
LINK;675;0;-0,3;6;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.17, sat??=0.06 | Al??lar: BOFA 1g: +0.00, BOFA 2g: +0.02, BOFA 3g: +0.02, KAMU 1g: +0.03, TERA 2g: +0.05, TERA 3g: +0.05 | Sat??lar: KAMU 2g: -0.03, KAMU 3g: -0.03, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ANHYT;79,1;0;-0,82;4;3;Güçlü kurum al?? var (+1 puan): Toplam al??=0.32, sat??=0.24 | Al??lar: BOFA 1g: +0.07, BOFA 2g: +0.12, BOFA 3g: +0.12, TERA 1g: +0.01 | Sat??lar: KAMU 1g: -0.07, KAMU 2g: -0.08, KAMU 3g: -0.08, TERA 2g: -0.01, TERA 3g: -0.01;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
DESA;10,04;0;-1,08;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.59, sat??=0.77 | Al??lar: BOFA 1g: +0.38, BOFA 2g: +0.59, BOFA 3g: +0.62 | Sat??lar: KAMU 1g: -0.11, KAMU 2g: -0.26, KAMU 3g: -0.25, TERA 2g: -0.07, TERA 3g: -0.08;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ISYAT;7,89;0;-1,13;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.84, sat??=0.02 | Al??lar: KAMU 1g: +0.26, KAMU 2g: +0.29, KAMU 3g: +0.29 | Sat??lar: TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
CANTE;1,58;0;-1,86;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.47, sat??=0.61 | Al??lar: KAMU 1g: +0.19, KAMU 2g: +0.12, KAMU 3g: +0.15, TERA 1g: +0.01 | Sat??lar: BOFA 1g: -0.10, BOFA 2g: -0.02, BOFA 3g: -0.08, TERA 2g: -0.17, TERA 3g: -0.23;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AKSUE;16,61;0;-2,29;5;5;Kurum hareketi nötr. Toplam al??=0.86, sat??=0.75 | Al??lar: BOFA 1g: +0.23, BOFA 2g: +0.23, BOFA 3g: +0.24, KAMU 1g: +0.14, KAMU 2g: +0.00, KAMU 3g: +0.02 | Sat??lar: TERA 1g: -0.23, TERA 2g: -0.26, TERA 3g: -0.27;"EMA trend; RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
TCELL;92,3;-0,05;-0,11;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.63, sat??=0.22 | Al??lar: BOFA 1g: +0.20, BOFA 2g: +0.22, BOFA 3g: +0.22, TERA 1g: +0.00 | Sat??lar: KAMU 1g: -0.01, KAMU 2g: -0.03, KAMU 3g: -0.03, TERA 2g: -0.07, TERA 3g: -0.07;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
KAPLM;204;-0,05;-0,97;4;4;Güçlü kurum al?? var (+1 puan): Toplam al??=1.60, sat??=0.02 | Al??lar: BOFA 1g: +0.21, BOFA 2g: +0.29, BOFA 3g: +0.29, KAMU 2g: +0.27, KAMU 3g: +0.28, TERA 2g: +0.14, TERA 3g: +0.14 | Sat??lar: KAMU 1g: -0.02;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif";16.07.2025 21:27
SANFM;15,28;-0,07;0,73;3;3;Güçlü kurum al?? var (+1 puan): Toplam al??=2.28, sat??=0.17 | Al??lar: BOFA 1g: +0.85, BOFA 2g: +0.47, BOFA 3g: +0.52, KAMU 2g: +0.12, KAMU 3g: +0.10, TERA 1g: +0.00, TERA 2g: +0.11, TERA 3g: +0.11 | Sat??lar: KAMU 1g: -0.17;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif";16.07.2025 21:27
PEHOL;15,01;-0,07;0;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.78, sat??=1.08 | Al??lar: TERA 2g: +0.40, TERA 3g: +0.38 | Sat??lar: KAMU 1g: -0.16, KAMU 2g: -0.46, KAMU 3g: -0.38, TERA 1g: -0.07;"EMA trend; RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif";16.07.2025 21:27
AYGAZ;142,6;-0,07;-1,25;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.51, sat??=0.36 | Al??lar: BOFA 1g: +0.08, BOFA 2g: +0.22, BOFA 3g: +0.22 | Sat??lar: KAMU 1g: -0.08, KAMU 2g: -0.13, KAMU 3g: -0.13, TERA 2g: -0.01, TERA 3g: -0.01;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AYEN;24,92;-0,08;0,16;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.09, sat??=0.17 | Al??lar: KAMU 1g: +0.01, KAMU 2g: +0.04, KAMU 3g: +0.04 | Sat??lar: BOFA 1g: -0.07, BOFA 2g: -0.05, BOFA 3g: -0.05, TERA 2g: -0.00, TERA 3g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ODINE;108,1;-0,09;3,54;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=6.58, sat??=2.79 | Al??lar: BOFA 1g: +2.07, BOFA 2g: +2.16, BOFA 3g: +2.18, TERA 1g: +0.00, TERA 2g: +0.08, TERA 3g: +0.07 | Sat??lar: KAMU 1g: -0.82, KAMU 2g: -0.99, KAMU 3g: -0.99;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
BINHO;198,3;-0,15;1,48;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=3.08, sat??=0.24 | Al??lar: BOFA 1g: +0.63, BOFA 2g: +0.57, BOFA 3g: +0.57, KAMU 1g: +0.34, KAMU 2g: +0.49, KAMU 3g: +0.49, TERA 1g: +0.00 | Sat??lar: TERA 2g: -0.12, TERA 3g: -0.12;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
CGCAM;26,4;-0,15;-0,53;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=1.60, sat??=0.38 | Al??lar: KAMU 1g: +0.57, KAMU 2g: +0.51, KAMU 3g: +0.51, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.12, BOFA 2g: -0.08, BOFA 3g: -0.08, TERA 2g: -0.04, TERA 3g: -0.07;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
KRDMD;24,88;-0,16;-2,89;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=1.29, sat??=2.34 | Al??lar: KAMU 1g: +0.22, KAMU 2g: +0.43, KAMU 3g: +0.47, TERA 1g: +0.00, TERA 2g: +0.08, TERA 3g: +0.07 | Sat??lar: BOFA 1g: -0.48, BOFA 2g: -0.92, BOFA 3g: -0.94;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
YIGIT;23,42;-0,17;-0,76;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.23, sat??=3.18 | Al??lar: BOFA 1g: +0.02, KAMU 2g: +0.11, KAMU 3g: +0.11, TERA 1g: +0.00 | Sat??lar: BOFA 2g: -1.50, BOFA 3g: -1.50, KAMU 1g: -0.15, TERA 2g: -0.02, TERA 3g: -0.02;"EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SAFKR;109,3;-0,18;-4,46;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.46, sat??=0.10 | Al??lar: KAMU 1g: +0.14, KAMU 2g: +0.10, KAMU 3g: +0.10, TERA 2g: +0.06, TERA 3g: +0.06 | Sat??lar: BOFA 1g: -0.01, BOFA 2g: -0.05, BOFA 3g: -0.05;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
YAPRK;268,5;-0,19;-2,19;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=2.18, sat??=1.68 | Al??lar: KAMU 1g: +0.47, KAMU 2g: +0.85, KAMU 3g: +0.85, TERA 1g: +0.01, TERA 2g: +0.00, TERA 3g: +0.00 | Sat??lar: BOFA 1g: -0.23, BOFA 2g: -0.73, BOFA 3g: -0.73;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
FORTE;73,65;-0,2;-0,61;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.02, sat??=0.52 | Al??lar: BOFA 1g: +0.20, BOFA 2g: +0.41, BOFA 3g: +0.41, TERA 1g: +0.01 | Sat??lar: KAMU 1g: -0.12, KAMU 2g: -0.12, KAMU 3g: -0.13, TERA 2g: -0.07, TERA 3g: -0.08;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ODAS;5,07;-0,2;-1,74;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.86, sat??=0.19 | Al??lar: BOFA 1g: +0.12, BOFA 2g: +0.17, BOFA 3g: +0.19, KAMU 1g: +0.11, KAMU 2g: +0.13, KAMU 3g: +0.14 | Sat??lar: TERA 1g: -0.01, TERA 2g: -0.08, TERA 3g: -0.10;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BIZIM;27,94;-0,21;6,8;4;4;Kurum hareketi nötr. Toplam al??=0.59, sat??=0.66 | Al??lar: KAMU 1g: +0.19, KAMU 2g: +0.18, KAMU 3g: +0.17, TERA 2g: +0.03, TERA 3g: +0.03 | Sat??lar: BOFA 1g: -0.22, BOFA 2g: -0.21, BOFA 3g: -0.22;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
